sfa_name,sfa_id,fips,county,state_name,zip,fts,fts_int,ffvp,cvendor,cpurch,ckitch,totalstudents,totalschools,poverty_status,latitude,longitude
Hankinson School District #8,39008,38077,Richland County,North Dakota,58041,1,5.5286333333333335,1,2,1,2,268,1,1,46.07,-96.89
Grafton Public Schools,50003,38099,Walsh County,North Dakota,58237,1,10.6,1,1,1,1,834,3,2,48.41,-97.4
Lamoure Public School,23008,38045,LaMoure County,North Dakota,58458,1,3.6111315904581387,1,2,1,1,300,2,1,46.37,-98.28
Center Stanton School District,33001,38065,Oliver County,North Dakota,58530,0,0,0,1,1,1,230,1,1,47.11,-101.29
Minnewaukan School District 5,3005,38005,Benson County,North Dakota,58351,0,0,1,3,1,1,274,1,4,48.06,-99.25
Williston Public School,53001,38105,Williams County,North Dakota,58802,1,0.6722564102564103,1,3,1,2,4352,9,1,48.16,-103.63
Circle Of Nations,39900,38077,Richland County,North Dakota,58075,1,13.076555023923445,1,2,1,1,79,1,4,46.26,-96.6
St Johns Academy-Jamestown,47409,38093,Stutsman County,North Dakota,58401,1,6.55,0,1,1,1,188,1,1,46.91,-98.69
Sawyer Public School District 16,51016,38101,Ward County,North Dakota,58781,0,0,1,2,1,1,45,1,2,48.02,-101.13
Westhope Public School,5017,38009,Bottineau County,North Dakota,58793,0,0,1,2,1,2,146,1,2,48.91,-101.01
Munich Public School,10019,38019,Cavalier County,North Dakota,58352,0,0,0,4,3,3,104,1,1,48.66,-98.83
Ellendale Public School,11040,38021,Dickey County,North Dakota,58436,1,7,1,1,1,1,289,1,1,46,-98.52
Thompson Public School,18061,38035,Grand Forks County,North Dakota,58278,1,8.5,0,2,3,1,544,1,1,47.77,-97.1
McClusky Public School,42019,38083,Sheridan County,North Dakota,58463,1,2,1,2,2,1,91,2,2,47.48,-100.44
Holy Family School,18409,38035,Grand Forks County,North Dakota,58201,0,0,0,1,1,1,96,1,1,47.91,-97.07
Fessenden-Bowdon School District,52025,38103,Wells County,North Dakota,58438,1,3,1,2,2,1,173,1,1,47.64,-99.62
Lone Tree-Golva,17006,38033,Golden Valley County,North Dakota,58632,1,2.525,0,3,1,1,32,1,1,46.73,-103.98
Montpelier Public School,47014,38093,Stutsman County,North Dakota,58472,1,4.5,1,2,1,1,106,1,3,46.69,-98.58
Belfield Public School,45013,38089,Stark County,North Dakota,58622,1,4.528937007874015,0,3,3,1,242,1,1,46.88,-103.19
North Sargent Public School,41003,38081,Sargent County,North Dakota,58040,1,2.5,0,1,1,1,214,1,1,46.22,-97.65
Standing Rock School,43900,38085,Sioux County,North Dakota,58538,0,0,1,3,1,3,675,2,4,46.08,-100.63
Carrington Public Schools,16049,38031,Foster County,North Dakota,58421,0,0,1,2,1,3,506,2,1,47.45,-99.12
Bakker School District 10,15010,38029,Emmons County,North Dakota,58542,1,5.612,1,1,1,1,11,1,2,46.02,-99.99
New England Public School,21009,38041,Hettinger County,North Dakota,58647,1,4.5,1,3,1,1,301,1,2,46.54,-102.86
Underwood School District,28008,38055,McLean County,North Dakota,58576,0,0,0,2,1,1,191,1,1,47.45,-101.14
North Star Public School,48010,38095,Towner County,North Dakota,58324,1,8.5,1,1,1,1,271,1,1,48.48,-99.2
Finley-Sharon School,46019,38091,Steele County,North Dakota,58230,1,1,0,2,1,1,78,1,1,47.51,-97.83
Fargo Public Schools,9001,38017,Cass County,North Dakota,58104,0,0,1,1,1,1,11224,22,2,46.79,-96.84
Leeds School District,3006,38005,Benson County,North Dakota,58346,1,3.5,0,1,1,1,142,1,1,48.28,-99.43
Rolette Public School,40029,38079,Rolette County,North Dakota,58366,1,4.525,1,1,1,1,159,1,3,48.66,-99.84
Ojibwa Indian School,40409,38079,Rolette County,North Dakota,58316,1,8.025,1,1,1,1,279,1,4,48.84,-99.74
Tioga Public School,53015,38105,Williams County,North Dakota,58852,1,0.5,0,3,1,1,461,2,1,48.39,-102.93
Langdon Area School District,10023,38019,Cavalier County,North Dakota,58249,1,3.025,0,2,1,2,398,2,1,48.76,-98.37
Kindred Public School,9002,38017,Cass County,North Dakota,58051,0,0,0,,,,801,2,1,46.65,-97.02
Elgin/New Leipzig School District 49,19049,38037,Grant County,North Dakota,58533,1,4.575847457627118,1,2,2,1,160,1,2,46.4,-101.84
Bottineau Public School District #1,5001,38009,Bottineau County,North Dakota,58318,0,0,1,1,1,1,653,2,2,48.82,-100.44
Solen Public School District,43003,38059,Morton County,North Dakota,58570,1,1,1,1,1,1,196,2,4,46.38,-100.79
Griggs County School District #18,20018,38039,Griggs County,North Dakota,58425,0,0,1,2,1,1,251,1,2,47.44,-98.12
Enderlin Area 24,37024,38073,Ransom County,North Dakota,58027,0,0,1,2,1,1,293,1,2,46.62,-97.59
Bishop Ryan Catholic School,51409,38101,Ward County,North Dakota,58703,1,9.559949892627058,0,2,2,2,350,1,1,48.33,-101.31
Billings County School District,4001,38007,Billings County,North Dakota,58645,1,2,0,1,1,1,85,2,1,46.91,-103.52
Lewis And Clark School District,51161,38101,Ward County,North Dakota,58718,0,0,0,1,1,1,397,2,1,48.31,-101.73
Litchville-Marion Public School,2046,38045,LaMoure County,North Dakota,58466,1,4.55,1,2,1,1,123,2,2,46.6,-98.33
Minot Public Schools,51001,38101,Ward County,North Dakota,58701,1,5.347222222222222,1,1,1,2,7549,18,1,48.23,-101.29
Mls School District #1,38001,38075,Renville County,North Dakota,58761,1,1.5345238095238096,0,2,2,2,336,1,1,48.76,-101.51
Beulah Public School,29027,38057,Mercer County,North Dakota,58523,1,3.5,0,2,1,1,731,3,1,47.26,-101.77
Dickinson Public Schools,45001,38089,Stark County,North Dakota,58601,1,1.25,0,3,1,4,3783,8,1,46.88,-102.78
Dakota Prairie Public School,32001,38063,Nelson County,North Dakota,58272,0,0,1,2,1,1,292,2,2,48.01,-97.99
Medina Public School,47003,38093,Stutsman County,North Dakota,58467,1,4,1,1,1,1,172,1,2,46.89,-99.3
Edmore Public School,36002,38071,Ramsey County,North Dakota,58330,0,0,1,2,2,1,52,1,2,48.41,-98.45
Glenburn Public School,38026,38075,Renville County,North Dakota,58740,1,1.0257740437334708,0,2,1,1,274,1,2,48.51,-101.22
Hebron Public School District 13,30013,38059,Morton County,North Dakota,58638,0,0,1,2,2,1,170,1,1,46.9,-102.04
St Michaels School,18412,38035,Grand Forks County,North Dakota,58203,1,3,0,2,1,1,187,1,1,47.97,-97.17
Central Valley Public School,49003,38097,Traill County,North Dakota,58218,1,8,1,1,1,1,190,1,1,47.6,-97.09
Williams County School District #8,53008,38105,Williams County,North Dakota,58801,0,0,1,2,1,3,664,3,1,48.16,-103.63
Valley City School District 2,2002,38003,Barnes County,North Dakota,58072,1,5.79074074074074,1,1,1,1,1084,3,2,46.92,-98
Drake Public School,25057,38049,McHenry County,North Dakota,58736,1,2,0,3,2,1,78,1,3,47.92,-100.37
Napoleon School District,24002,38047,Logan County,North Dakota,58561,0,0,0,4,1,1,239,1,1,46.5,-99.76
Central Cass Public School,9017,38017,Cass County,North Dakota,58012,1,7.525,0,1,1,1,935,1,1,46.9,-97.21
Bismarck Public Schools,8001,38015,Burleigh County,North Dakota,58501,1,3.021828762541806,1,1,1,1,12988,23,1,46.82,-100.7
Shiloh Christian School,8415,38015,Burleigh County,North Dakota,58503,1,1.025,0,2,2,1,464,1,1,46.91,-100.75
Mott-Regent School District,21001,38041,Hettinger County,North Dakota,58646,1,1,1,2,1,1,212,1,2,46.37,-102.31
Hatton Eielson Public School,49007,38097,Traill County,North Dakota,58240,1,3.025,0,1,1,1,178,1,1,47.63,-97.45
Newburg United School District 54,5054,38009,Bottineau County,North Dakota,58762,1,2,1,2,1,1,83,1,2,48.71,-100.91
Parshall Public School,31003,38061,Mountrail County,North Dakota,58770,1,7.7,1,2,1,1,284,2,3,47.95,-102.13
Alexander Public School District 2,27002,38053,McKenzie County,North Dakota,58831,1,9.52815556958031,1,1,1,1,243,1,1,47.84,-103.64
Four Winds School District 30,3030,38005,Benson County,North Dakota,58335,1,2.5,1,2,2,1,672,2,4,47.97,-98.99
Mayville - Portland,49014,38097,Traill County,North Dakota,58257,1,3.043895495313917,1,1,1,1,496,2,1,47.5,-97.32
Light of Christ Catholic Schools,8409,38015,Burleigh County,North Dakota,58501,0,0,0,,,,1257,5,1,46.82,-100.7
United Public School District #7,51007,38101,Ward County,North Dakota,58733,0,0,0,2,2,2,673,2,1,48.25,-101.56
Sterling School Board,8035,38015,Burleigh County,North Dakota,58572,1,7.531666666666666,1,1,1,1,45,1,1,46.81,-100.28
Northwood Public School,18129,38035,Grand Forks County,North Dakota,58267,0,0,0,2,1,1,312,1,1,47.73,-97.56
Christ The King Catholic Montessori School,30409,38059,Morton County,North Dakota,58554,1,11,1,1,1,1,115,1,1,46.82,-100.88
Gackle-Streeter Public School,24056,38093,Stutsman County,North Dakota,58483,1,5.525,1,2,1,3,99,1,2,46.65,-99.35
Rugby Public School District 5,35005,38069,Pierce County,North Dakota,58368,1,7.5,1,1,1,1,603,2,1,48.36,-99.99
Goodrich Public School,42016,38083,Sheridan County,North Dakota,58444,1,3,0,1,1,1,24,1,3,47.47,-100.12
Divide Co School District,12001,38023,Divide County,North Dakota,58730,1,4.5,1,1,1,1,367,2,2,48.91,-103.29
Pingree-Buchanan Public School,47010,38093,Stutsman County,North Dakota,58476,1,1.25,1,1,1,1,142,2,2,47.16,-98.9
St Johns School & Cc-Wahpeton,39409,38077,Richland County,North Dakota,58075,1,6.074999999999999,1,1,1,1,96,1,1,46.26,-96.6
mt pleasant school district #4,40004,38079,Rolette County,North Dakota,58367,1,10.2,1,1,1,1,272,1,2,48.85,-99.61
Fairmount School District 18,39018,38077,Richland County,North Dakota,58030,1,3.032,0,1,1,1,103,1,3,46.05,-96.6
Lakota Public School,32066,38063,Nelson County,North Dakota,58344,1,6.76564465408805,0,1,1,1,162,2,1,48.04,-98.34
St John Public School,40003,38079,Rolette County,North Dakota,58369,0,0,0,1,1,1,418,1,4,48.94,-99.71
St Catherine School,2409,38003,Barnes County,North Dakota,58072,1,4.058333333333334,0,1,1,1,47,1,1,46.92,-98
Fort Ransom School,37006,38073,Ransom County,North Dakota,58054,0,0,0,,,,24,1,1,46.43,-97.68
Fordville-Lankin School District,50005,38099,Walsh County,North Dakota,58231,1,4.5,0,2,2,2,41,1,1,48.21,-97.79
Manvel Public School,18125,38035,Grand Forks County,North Dakota,58256,1,5,0,2,2,2,183,1,1,48.07,-97.17
Bowbells Public School District 14,7014,38013,Burke County,North Dakota,58721,0,0,1,,,,75,1,2,48.8,-102.24
Dunseith Public School District #1,40001,38079,Rolette County,North Dakota,58329,1,2.5,1,2,1,1,528,2,4,48.81,-100.06
Wing Public School,8028,38015,Burleigh County,North Dakota,58494,1,4,1,2,1,1,84,1,1,47.14,-100.28
Edgeley Public School District 3,23003,38045,LaMoure County,North Dakota,58433,1,13.110977937586007,1,1,1,1,257,2,2,46.36,-98.71
Scranton Public School,6033,38011,Bowman County,North Dakota,58653,0,0,0,2,2,2,128,1,1,46.14,-103.14
Barnes Co North School Dist,2007,38003,Barnes County,North Dakota,58492,0,0,1,2,2,2,265,1,2,47.17,-98.45
Devils Lake Public School District,36001,38071,Ramsey County,North Dakota,58301,1,7.6,1,1,1,1,1684,5,2,48.11,-98.87
Maddock Public School,3009,38005,Benson County,North Dakota,58348,1,3.025,0,2,1,1,140,1,2,47.96,-99.52
Dakota Boys Ranch Association,51401,38101,Ward County,North Dakota,58702,0,0,0,2,2,1,99,4,,48.23,-101.29
Sargent Central School,41006,38081,Sargent County,North Dakota,58032,0,0,0,3,1,1,161,1,1,46.1,-97.63
United Tribes Tech College,8900,38015,Burleigh County,North Dakota,58504,1,8,1,2,2,2,163,1,4,46.8,-100.76
Hillsboro Public School,49009,38097,Traill County,North Dakota,58045,0,0,1,3,2,1,478,2,2,47.4,-97.06
Max School District 50,28050,38055,McLean County,North Dakota,58759,1,12.7,1,2,1,1,205,1,2,47.81,-101.29
Drayton School District 19,34019,38067,Pembina County,North Dakota,58225,0,0,1,2,1,1,182,1,2,48.56,-97.17
Midway Public School,18128,38099,Walsh County,North Dakota,58233,1,1,1,2,1,1,150,1,2,48.21,-97.47
St Joseph School-Devils Lake,36409,38071,Ramsey County,North Dakota,58301,1,3.0533333333333332,0,1,1,1,194,1,1,48.11,-98.87
Richardton-Taylor School District,45034,38089,Stark County,North Dakota,58652,1,2,1,1,1,1,357,2,1,46.88,-102.31
Wilton Public School,28001,38055,McLean County,North Dakota,58579,0,0,1,1,1,1,235,1,1,47.15,-100.78
Starkweather School District 44,36044,38071,Ramsey County,North Dakota,58377,0,0,1,3,1,3,57,1,3,48.45,-98.87
Lake Region Special Education,36714,38071,Ramsey County,North Dakota,58301,0,0,0,1,1,1,7,1,,48.11,-98.87
Anamoose School District 14,25014,38049,McHenry County,North Dakota,58710,1,11.525,1,3,3,1,102,1,1,47.88,-100.24
St Thomas Public School,34043,38067,Pembina County,North Dakota,58276,0,0,1,1,1,1,47,1,2,48.62,-97.44
Halliday Public School,13019,38025,Dunn County,North Dakota,58636,1,4,1,1,1,2,26,1,3,47.35,-102.33
Midkota Consortium Schools District,20007,38039,Griggs County,North Dakota,58416,0,0,1,2,1,2,177,2,2,47.55,-98.34
Grenora Public School,53099,38105,Williams County,North Dakota,58845,0,0,0,1,1,1,182,1,2,48.61,-103.93
Surrey Public School,51041,38101,Ward County,North Dakota,58785,0,0,0,2,1,1,429,1,1,48.23,-101.13
Yellowstone School District,27014,30083,Richland County,Montana,59221,1,1.025,0,1,1,1,85,1,1,47.95,-104.21
McKenzie County School District No 1,27001,38053,McKenzie County,North Dakota,58854,0,0,1,1,1,1,1832,3,2,47.8,-103.27
Eight Mile Public School,53006,38105,Williams County,North Dakota,58853,0,0,1,1,1,1,318,1,2,48.08,-103.84
Nesson Public School,53002,38105,Williams County,North Dakota,58849,1,1,0,1,1,1,353,1,1,48.34,-103.16
Bowman County School District,6001,38011,Bowman County,North Dakota,58623,1,0.5,0,1,1,1,471,2,1,46.18,-103.4
New Town Public School,31001,38061,Mountrail County,North Dakota,58763,1,6.551392961876832,1,2,3,2,1024,2,2,47.98,-102.49
Killdeer Public School,13016,38025,Dunn County,North Dakota,58640,1,2,1,1,1,1,576,1,1,47.36,-102.75
Milnor Public School,41002,38081,Sargent County,North Dakota,58060,1,3,1,2,1,1,224,2,2,46.26,-97.45
St Anns Catholic Indian School,40410,38079,Rolette County,North Dakota,58316,0,0,1,2,2,1,34,1,4,48.84,-99.74
Lisbon School District 19,37019,38073,Ransom County,North Dakota,58054,1,13.879999999999999,1,2,1,3,591,3,1,46.43,-97.68
Cheyenne River Bie Schools,2030200,46041,Dewey County,South Dakota,57625,1,1.3375,1,2,2,1,1165,6,4,45,-101.23
Our Home Inc,240100,46005,Beadle County,South Dakota,57350,1,3,0,1,1,1,72,3,,44.36,-98.21
Oldham-Ramona School District 39-5,3900500,46079,Lake County,South Dakota,57054,0,0,1,2,1,2,170,2,2,44.12,-97.21
Scotland School District 04-3,400300,46009,Bon Homme County,South Dakota,57059,0,0,1,2,3,1,253,3,1,43.14,-97.71
Douglas School District 51-1,5100100,46103,Pennington County,South Dakota,57719,0,0,0,4,1,4,2893,4,2,44.11,-103.07
Parker School District 60-4,6000400,46125,Turner County,South Dakota,57053,0,0,1,2,3,2,437,3,1,43.39,-97.13
Wessington Springs School District 36-2,3600200,46073,Jerauld County,South Dakota,57382,1,4.05,1,3,2,2,275,3,1,44.08,-98.57
White River School District 47-1,4700100,46095,Mellette County,South Dakota,57579,0,0,1,,,,437,4,4,43.56,-100.74
Harrisburg School District 41-2,4100200,46083,Lincoln County,South Dakota,57032,0,0,0,3,2,1,4859,9,1,43.43,-96.69
Leola School District 44-2,4400200,46089,McPherson County,South Dakota,57456,1,0.5,1,1,1,1,201,6,3,45.72,-98.93
Alcester-Hudson School District 61-1,6100100,46127,Union County,South Dakota,57001,1,0.3333333333333333,0,1,1,1,335,3,2,43.02,-96.62
Crow Creek Sioux Tribe,870200,46069,Hyde County,South Dakota,57346,0,0,1,1,1,1,449,4,4,44.24,-99.45
McLaughlin School District 15-2,1500200,46031,Corson County,South Dakota,57642,0,0,1,3,2,3,477,1,4,45.81,-100.81
Lemmon School District 52-4,5200400,46105,Perkins County,South Dakota,57638,0,0,1,2,2,2,241,3,1,45.93,-102.15
Irene-Wakonda School District 13-3,1300300,46135,Yankton County,South Dakota,57037,1,0.4444444444444444,1,1,1,1,287,3,2,43.08,-97.15
Castlewood School District 28-1,2800100,46057,Hamlin County,South Dakota,57223,1,2.0054685146128355,1,1,1,1,308,1,1,44.72,-97.03
Tri-Valley School District 49-6,4900600,46099,Minnehaha County,South Dakota,57018,0,0,0,2,2,2,965,1,1,43.78,-96.92
Tripp-Delmont School District 33-5,3300500,46067,Hutchinson County,South Dakota,57376,1,3.03,1,1,1,1,124,1,2,43.22,-97.96
Selby Area Sch District 62-5,6200500,46129,Walworth County,South Dakota,57472,0,0,0,3,1,2,183,3,1,45.5,-100.03
Gayville-Volin School District 63-1,6300100,46135,Yankton County,South Dakota,57031,1,1,1,2,3,1,290,3,2,42.88,-97.17
Mitchell School District 17-2,1700200,46035,Davison County,South Dakota,57301,0,0,1,4,2,1,2737,5,2,43.73,-98.03
Little Eagle School District,1530300,46031,Corson County,South Dakota,57639,0,0,1,2,1,1,97,1,4,45.68,-100.79
Rosholt School District 54-4,5400400,46109,Roberts County,South Dakota,57260,0,0,0,,,,249,2,2,45.86,-96.73
St Joseph Catholic School,3230300,46065,Hughes County,South Dakota,57501,1,0.5,0,1,1,1,187,1,1,44.37,-100.32
Groton Area School District 06-6,600600,46013,Brown County,South Dakota,57445,0,0,1,,,,583,3,1,45.45,-98.1
Timber Lake School District 20-3,2000300,46041,Dewey County,South Dakota,57656,1,1.025,1,3,2,1,360,3,2,45.42,-101.07
Howard School District 48-3,4800300,46097,Miner County,South Dakota,57349,0,0,0,1,1,1,355,3,1,44.01,-97.52
Marion School District 60-3,6000300,46125,Turner County,South Dakota,57043,0,0,1,1,1,1,182,3,2,43.42,-97.26
Colome Consolidated 59-3,5900300,46123,Tripp County,South Dakota,57528,0,0,0,4,1,2,220,4,3,43.26,-99.71
Canton School District 41-1,4100100,46083,Lincoln County,South Dakota,57013,0,0,1,1,1,1,866,3,1,43.3,-96.58
Faith School District 46-2,4600200,46093,Meade County,South Dakota,57626,1,1.5,0,1,1,1,157,3,2,45.02,-102.03
Pierre Public School 32-2,3200200,46065,Hughes County,South Dakota,57501,0,0,0,1,1,1,2670,5,1,44.37,-100.32
Sisseton School District 54-2,5400200,46109,Roberts County,South Dakota,57262,0,0,1,2,2,1,945,3,3,45.66,-97.04
Aberdeen Catholic Schools,630100,46013,Brown County,South Dakota,57401,1,4.526968503937008,0,2,1,1,443,4,1,45.46,-98.48
Lyman School District 42-1,4200100,46085,Lyman County,South Dakota,57568,1,6.7272727272727275,1,1,1,1,392,2,3,43.9,-100.05
Arlington School District 38-1,3800100,46077,Kingsbury County,South Dakota,57212,0,0,1,2,1,2,257,2,1,44.36,-97.13
Hamlin School District 28-3,2800300,46057,Hamlin County,South Dakota,57241,1,2.0590136054421766,1,2,1,1,848,1,2,44.65,-97.2
Summit School District 54-6,5400600,46051,Grant County,South Dakota,57266,1,1,1,1,1,1,170,2,3,45.3,-97.03
McCrossan Boys Ranch,4932900,46099,Minnehaha County,South Dakota,57107,1,7.025,1,1,1,1,47,1,,43.6,-96.82
New Underwood School District 51-3,5100300,46103,Pennington County,South Dakota,57761,0,0,0,1,1,1,240,3,2,44.09,-102.83
Wall School District 51-5,5100500,46103,Pennington County,South Dakota,57790,1,8.7,1,1,1,1,270,1,1,43.99,-102.23
Sd Dept Of Corrections,6840000,46065,Hughes County,South Dakota,57501,0,0,0,1,1,1,163,5,,44.37,-100.32
Elk Point Jefferson School District 61-7,6100700,46127,Union County,South Dakota,57025,1,5.525,1,1,1,1,685,3,1,42.68,-96.68
Hitchcock Tulare School District 56-6,5600600,46115,Spink County,South Dakota,57476,0,0,0,2,2,2,185,3,1,44.73,-98.5
Dell Rapids School District 49-3,4900300,46099,Minnehaha County,South Dakota,57022,0,0,0,2,2,1,954,3,1,43.82,-96.71
Hill City School District 51-2,5100200,46103,Pennington County,South Dakota,57745,0,0,0,1,1,1,483,3,2,43.93,-103.57
Edgemont School District 23-1,2300100,46047,Fall River County,South Dakota,57735,1,0.5,1,1,1,1,159,2,2,43.29,-103.82
Rapid City Catholic School System,5130800,46103,Pennington County,South Dakota,57702,1,3.117191977077364,0,2,2,3,850,3,1,44.05,-103.42
Viborg - Hurley School District 60-6,6000600,46125,Turner County,South Dakota,57070,1,5,0,2,1,1,350,3,1,43.17,-97.08
Brandon Valley School District 49-2,4900200,46099,Minnehaha County,South Dakota,57005,1,4.59684962406015,0,1,1,1,4274,7,1,43.59,-96.57
Waverly School District 14-5,1400500,46029,Codington County,South Dakota,57201,0,0,1,,,,245,3,2,44.91,-97.16
Redfield School District 56-4,5600400,46115,Spink County,South Dakota,57469,0,0,1,2,1,2,577,3,2,44.87,-98.52
Volunteers Of America-Dakotas,4933600,46099,Minnehaha County,South Dakota,57109,0,0,0,,,,9,1,,43.54,-96.73
Jones County School District 37-3,3700300,46075,Jones County,South Dakota,57559,1,5.5739874298255065,0,3,1,1,174,3,2,43.88,-100.71
Watertown School District 14-4,1400400,46029,Codington County,South Dakota,57201,1,0.875,1,1,1,1,3990,8,1,44.91,-97.16
Northwestern Area School District 56-7,5600700,46115,Spink County,South Dakota,57461,0,0,0,1,1,1,271,3,1,45.15,-98.49
Aberdeen School District 06-1,600100,46013,Brown County,South Dakota,57401,1,2.1222222222222222,0,3,3,3,4444,9,2,45.46,-98.48
Chester Area School District 39-1,3900100,46015,Brule County,South Dakota,57325,1,1.525,0,1,1,1,390,4,1,43.8,-99.32
Platte-Geddes School District 11-5,1100500,46023,Charles Mix County,South Dakota,57369,0,0,0,2,3,2,435,3,1,43.38,-98.84
Western SD Juvenile Services Center,5140100,46103,Pennington County,South Dakota,57701,1,1,1,1,1,1,51,2,,44.07,-103.23
Belle Fourche School District 09-1,900100,46019,Butte County,South Dakota,57717,1,6.52595871791849,1,1,1,1,1367,5,2,44.66,-103.85
De Smet School District 38-2,3800200,46077,Kingsbury County,South Dakota,57231,0,0,0,,,,285,3,1,44.38,-97.54
Parkston School District 33-3,3300300,46067,Hutchinson County,South Dakota,57366,0,0,1,1,1,1,507,3,1,43.39,-97.98
